DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;1st_exc_en;1st_exc_f;2nd_exc_en;2nd_exc_f;exc_split
ND6.5X0X90d3.8;-10.248107;-0.000499;6.497991;0;0.00051518;1.88559627;0.00092974;1.91370406;0.68091316;0.02810779
ND6.5X0X90d4.0;-10.78744;-0.000499;6.497886;0;0.0004679;1.88711088;0.00097978;1.9126447;0.6804904;0.02553382
ND6.5X0X90d4.2;-11.326773;-0.000498;6.49778;0;0.00042524;1.88846632;0.00103818;1.91167788;0.68009166;0.02321156
ND7.5X0X90d0.0;-0.000895;-0.000575;7.5;0;0.00135556;1.85870067;1.57E-06;1.93266451;0.68837725;0.07396384
ND7.5X0X90d0.2;-0.540229;-0.000575;7.499895;0;0.00135;1.85892754;3.65E-06;1.93259346;0.68834419;0.07366592
ND7.5X0X90d0.4;-1.079561;-0.000575;7.499788;0;0.00133348;1.8595165;2.71E-05;1.93228389;0.68821302;0.07276739
ND7.5X0X90d0.6;-1.618895;-0.000575;7.499683;0;0.0013066;1.86043105;7.42E-05;1.93173366;0.68797998;0.07130261
ND7.5X0X90d0.8;-2.158228;-0.000576;7.499578;0;0.00127035;1.86162056;0.00014398;1.93094535;0.68764535;0.06932478
ND7.5X0X90d1.0;-2.697561;-0.000575;7.499471;0;0.00122595;1.86303053;0.00023143;1.92993173;0.68721662;0.0669012
ND7.5X0X90d1.2;-3.236894;-0.000575;7.499366;0;0.0011748;1.86461085;0.00032843;1.9287193;0.68670929;0.06410845
ND7.5X0X90d1.4;-3.776228;-0.000575;7.499259;0;0.0011184;1.86632032;0.00042592;1.92734834;0.68614509;0.06102802
ND7.5X0X90d1.6;-4.31556;-0.000575;7.499154;0;0.00105824;1.86812692;0.00051619;1.9258688;0.6855484;0.05774188
ND7.5X0X90d1.8;-4.854894;-0.000575;7.499049;0;0.00099574;1.87000482;0.00059428;1.92433355;0.68494238;0.05432873
ND7.5X0X90d2.0;-5.394227;-0.000576;7.498942;0;0.00093224;1.87193049;0.00065812;1.9227913;0.68434613;0.05086081
ND7.5X0X90d2.2;-5.933561;-0.000576;7.498837;0;0.00086888;1.87387973;0.0007079;1.92128134;0.68377341;0.04740161
ND7.5X0X90d2.4;-6.472893;-0.000575;7.498732;0;0.00080665;1.87582622;0.0007453;1.91983101;0.68323239;0.04400478
ND7.5X0X90d2.6;-7.012227;-0.000575;7.498625;0;0.00074635;1.87774206;0.00077301;1.9184559;0.6827261;0.04071384
ND7.5X0X90d2.8;-7.551561;-0.000575;7.49852;0;0.00068858;1.87959983;0.00079453;1.9171623;0.68225347;0.03756247
ND7.5X0X90d3.0;-8.090893;-0.000575;7.498415;0;0.00063381;1.88137545;0.00081378;1.91595072;0.68181098;0.03457527
ND7.5X0X90d3.2;-8.630227;-0.000575;7.498308;0;0.00058233;1.88305075;0.00083444;1.91481923;0.68139446;0.03176848
ND7.5X0X90d3.4;-9.16956;-0.000576;7.498203;0;0.00053431;1.88461441;0.00085932;1.91376548;0.68100042;0.02915107
ND7.5X0X90d3.6;-9.708893;-0.000575;7.498097;0;0.0004898;1.88606143;0.00089015;1.91278729;0.68062653;0.02672586
ND7.5X0X90d3.8;-10.248226;-0.000575;7.497991;0;0.00044878;1.8873917;0.00092765;1.91188239;0.68027138;0.02449069
ND7.5X0X90d4.0;-10.78756;-0.000575;7.497886;0;0.00041112;1.88860838;0.00097179;1.91104802;0.67993414;0.02243963
ND7.5X0X90d4.2;-11.326892;-0.000575;7.49778;0;0.00037669;1.88971677;0.00102204;1.91028084;0.67961424;0.02056407
ND8.5X0X90d0.0;-0.001014;-0.000652;8.5;0;0.0010366;1.86885371;1.05E-05;1.92538701;0.68587919;0.0565333
ND8.5X0X90d0.2;-0.540348;-0.000652;8.499895;0;0.00103297;1.86898952;1.10E-07;1.92532602;0.68586535;0.0563365
ND8.5X0X90d0.4;-1.07968;-0.000652;8.499788;0;0.00102216;1.86934765;6.80E-06;1.92509509;0.6857772;0.05574745
ND8.5X0X90d0.6;-1.619014;-0.000652;8.499683;0;0.00100451;1.86991303;3.14E-05;1.92469782;0.68561499;0.05478479
ND8.5X0X90d0.8;-2.158347;-0.000652;8.499578;0;0.00098054;1.87066356;7.38E-05;1.92414169;0.68538119;0.05347813
ND8.5X0X90d1.0;-2.69768;-0.000651;8.499471;0;0.00095097;1.87157372;0.00013152;1.92343951;0.68508195;0.05186579
ND8.5X0X90d1.2;-3.237013;-0.000652;8.499366;0;0.0009166;1.87261742;0.00020072;1.92260984;0.68472717;0.04999242
ND8.5X0X90d1.4;-3.776347;-0.000652;8.499259;0;0.00087834;1.8737699;0.00027635;1.92167653;0.68432968;0.04790663
ND8.5X0X90d1.6;-4.31568;-0.000652;8.499154;0;0.00083711;1.8750086;0.00035341;1.92066707;0.68390373;0.04565847
ND8.5X0X90d1.8;-4.855013;-0.000652;8.499049;0;0.0007938;1.8763129;0.00042769;1.9196102;0.68346339;0.04329731
ND8.5X0X90d2.0;-5.394346;-0.000652;8.498942;0;0.00074929;1.8776634;0.00049626;1.91853333;0.68302108;0.04086993
ND8.5X0X90d2.2;-5.93368;-0.000652;8.498837;0;0.00070433;1.87904128;0.00055755;1.91746027;0.68258672;0.03841898
ND8.5X0X90d2.4;-6.473012;-0.000652;8.498732;0;0.00065964;1.88042787;0.00061124;1.91640992;0.68216729;0.03598205
ND8.5X0X90d2.6;-7.012346;-0.000652;8.498625;0;0.00061578;1.88180485;0.00065802;1.91539587;0.6817669;0.03359102
ND8.5X0X90d2.8;-7.55168;-0.000652;8.49852;0;0.00057324;1.88315497;0.00069938;1.91442688;0.68138722;0.03127191
ND8.5X0X90d3.0;-8.091012;-0.000652;8.498415;0;0.00053239;1.88446294;0.00073724;1.91350795;0.68102815;0.02904501
ND8.5X0X90d3.2;-8.630346;-0.000652;8.498308;0;0.0004935;1.88571624;0.00077365;1.91264146;0.68068853;0.02692522
ND8.5X0X90d3.4;-9.169679;-0.000652;8.498203;0;0.00045675;1.88690564;0.00081049;1.91182819;0.68036685;0.02492255
ND8.5X0X90d3.6;-9.709012;-0.000651;8.498097;0;0.00042226;1.88802515;0.00084924;1.91106791;0.68006158;0.02304276
ND8.5X0X90d3.8;-10.248345;-0.000652;8.497991;0;0.00039005;1.88907171;0.0008909;1.91035972;0.67977148;0.02128801
ND8.5X0X90d4.0;-10.787679;-0.000652;8.497886;0;0.00036012;1.8900446;0.00093599;1.90970217;0.67949555;0.01965757
ND8.5X0X90d4.2;-11.327012;-0.000652;8.49778;0;0.00033242;1.89094495;0.00098466;1.90909339;0.67923306;0.01814843
ND9.5X0X90d0.0;-0.001133;-0.000729;9.5;0;0.00080689;1.87597523;2.31E-05;1.91996913;0.68399196;0.04399391
ND9.5X0X90d0.2;-0.540467;-0.000729;9.499895;0;0.00080445;1.87606267;4.42E-06;1.91992275;0.68399304;0.04386008
ND9.5X0X90d0.4;-1.0798;-0.000728;9.499788;0;0.00079717;1.87629584;3.30E-07;1.91975814;0.68393894;0.0434623
ND9.5X0X90d0.6;-1.619134;-0.000728;9.499683;0;0.00078524;1.87666765;1.08E-05;1.91947898;0.68383098;0.04281132
ND9.5X0X90d0.8;-2.158466;-0.000729;9.499578;0;0.00076897;1.87716713;3.57E-05;1.91909164;0.6836713;0.04192451
ND9.5X0X90d1.0;-2.6978;-0.000728;9.499471;0;0.00074879;1.87778091;7.39E-05;1.91860555;0.68346417;0.04082463
ND9.5X0X90d1.2;-3.237133;-0.000729;9.499366;0;0.00072518;1.8784944;0.00012338;1.91803302;0.68321584;0.03953862
ND9.5X0X90d1.4;-3.776466;-0.000729;9.499259;0;0.0006987;1.87929259;0.00018115;1.91738885;0.6829342;0.03809627
ND9.5X0X90d1.6;-4.315799;-0.000728;9.499154;0;0.00066992;1.88016062;0.00024402;1.91668943;0.68262806;0.03652881
ND9.5X0X90d1.8;-4.855133;-0.000728;9.499049;0;0.00063942;1.88108407;0.00030894;1.91595174;0.68230631;0.03486768
ND9.5X0X90d2.0;-5.394465;-0.000729;9.498942;0;0.00060777;1.88204888;0.00037334;1.91519226;0.68197724;0.03314338
ND9.5X0X90d2.2;-5.933799;-0.000729;9.498837;0;0.00057548;1.88304143;0.00043535;1.9144259;0.68164791;0.03138446
ND9.5X0X90d2.4;-6.473132;-0.000729;9.498732;0;0.00054303;1.88404851;0.0004939;1.91366538;0.68132384;0.02961686
ND9.5X0X90d2.6;-7.012466;-0.000729;9.498625;0;0.00051084;1.8850575;0.00054864;1.91292087;0.68100895;0.02786337
ND9.5X0X90d2.8;-7.551799;-0.000729;9.49852;0;0.00047927;1.88605664;0.00059981;1.9122;0.68070569;0.02614335
ND9.5X0X90d3.0;-8.091132;-0.000728;9.498415;0;0.0004486;1.88703544;0.00064813;1.91150815;0.68041525;0.02447272
ND9.5X0X90d3.2;-8.630466;-0.000728;9.498308;0;0.00041907;1.88798493;0.00069455;1.91084887;0.68013795;0.02286394
ND9.5X0X90d3.4;-9.169798;-0.000729;9.498203;0;0.00039085;1.88889794;0.00074008;1.91022427;0.67987354;0.02132634
ND9.5X0X90d3.6;-9.709132;-0.000728;9.498097;0;0.00036405;1.8897691;0.00078568;1.90963541;0.67962145;0.01986631
ND9.5X0X90d3.8;-10.248465;-0.000729;9.497991;0;0.00033874;1.89059479;0.00083213;1.90908255;0.67938103;0.01848776
ND9.5X0X90d4.0;-10.787798;-0.000729;9.497886;0;0.00031497;1.89137295;0.00087999;1.90856535;0.67915162;0.0171924
ND9.5X0X90d4.2;-11.327131;-0.000728;9.49778;0;0.00029271;1.89210281;0.00092958;1.90808304;0.67893264;0.01598023
ND3.0X70X0.0;0.202718;-0.019031;3.000023;70;-0.00238958;1.77576274;0.20880946;1.90776814;0.45466808;0.1320054
ND3.0X70X0.2;0.202718;0.520303;3.000023;70;-0.00230668;1.7786854;0.20913797;1.91043349;0.4514292;0.13174809
ND3.0X70X0.4;0.202719;1.059635;3.000022;70;-0.00204425;1.78662823;0.20867294;1.90246806;0.45011262;0.11583982
ND3.0X70X0.6;0.202719;1.598969;3.000023;70;-0.00170933;1.80917213;0.2099908;1.90579345;0.44960455;0.09662132
ND3.0X70X0.8;0.202718;2.138302;3.000023;70;-0.0013821;1.83287173;0.21451212;1.91536424;0.45050207;0.08249251
ND3.0X70X1.0;0.202719;2.677635;3.000023;70;-0.00109568;1.85581574;0.22016745;1.92554046;0.44969685;0.06972472
ND3.0X70X1.2;0.202718;3.216968;3.000023;70;-0.0008647;1.87435661;0.2197879;1.93221338;0.45005039;0.05785678
ND3.0X70X1.4;0.202718;3.756302;3.000022;70;-0.00067909;1.88266783;0.21795936;1.92734912;0.44431567;0.04468129
ND3.0X70X1.6;0.202719;4.295635;3.000023;70;-0.00049799;1.87861836;0.21612246;1.91702882;0.44298364;0.03841045
ND3.0X70X1.8;0.202719;4.834968;3.000023;70;-0.00028715;1.87158801;0.22240838;1.89822156;0.43983917;0.02663355
ND3.0X70X2.0;0.202718;5.374301;3.000022;70;-6.07E-05;1.86942928;0.28192892;1.88331537;0.38399659;0.0138861
ND3.0X70X2.2;0.202718;5.913635;3.000023;70;0.00015136;1.85842899;0.36162803;1.88989766;0.30415158;0.03146868
ND3.0X70X2.4;0.202718;6.452967;3.000023;70;0.0003299;1.85156939;0.38926787;1.88468831;0.27442623;0.03311892
ND3.0X70X2.6;0.202718;6.992301;3.000023;70;0.0004655;1.85603891;0.43020006;1.88476071;0.23370136;0.0287218
ND3.0X70X2.8;0.202718;7.531635;3.000023;70;0.00055282;1.86404355;0.44531541;1.89713564;0.22093523;0.03309209
ND3.0X70X3.0;0.202719;8.070968;3.000023;70;0.00059436;1.87172573;0.44435225;1.90549638;0.2243933;0.03377065
ND3.0X70X3.2;0.202719;8.610301;3.000023;70;0.00059909;1.87703457;0.44505303;1.90924681;0.22585762;0.03221224
ND3.0X70X3.4;0.202718;9.149634;3.000023;70;0.00058081;1.87967224;0.44437924;1.91116216;0.22794864;0.03148992
ND3.0X70X3.6;0.202719;9.688968;3.000022;70;0.00054964;1.88096236;0.44276929;1.91199662;0.23067016;0.03103426
ND3.0X70X3.8;0.202718;10.2283;3.000023;70;0.00051121;1.88261704;0.44185771;1.91218562;0.23232644;0.02956858
ND3.0X70X4.0;0.202718;10.767634;3.000023;70;0.0004694;1.88466635;0.44225719;1.91195494;0.23250442;0.02728859
ND3.0X70X4.2;0.202719;11.306967;3.000022;70;0.00042709;1.88674079;0.44341392;1.91147192;0.23183629;0.02473112
ND3.5X70X0.0;0.202659;-0.019069;3.500023;70;-0.00184909;1.79637157;0.21035986;1.89723305;0.45382602;0.10086147
ND3.5X70X0.2;0.202659;0.520265;3.500023;70;-0.00181271;1.79070388;0.21045128;1.89174389;0.45040232;0.10104
ND3.5X70X0.4;0.202659;1.059597;3.500022;70;-0.00166897;1.79953034;0.21080941;1.89301523;0.45027032;0.09348489
ND3.5X70X0.6;0.202659;1.598931;3.500023;70;-0.00146487;1.82060919;0.21278353;1.90402411;0.45103286;0.08341492
ND3.5X70X0.8;0.202659;2.138264;3.500023;70;-0.0012429;1.83886229;0.21465432;1.91106684;0.45224298;0.07220456
ND3.5X70X1.0;0.202659;2.677597;3.500023;70;-0.00102869;1.85249586;0.21786025;1.91551932;0.45068244;0.06302346
ND3.5X70X1.2;0.202659;3.21693;3.500023;70;-0.00083264;1.8604775;0.21935603;1.91267844;0.44899012;0.05220094
ND3.5X70X1.4;0.202659;3.756264;3.500022;70;-0.00065286;1.86659075;0.21957888;1.90869062;0.44677797;0.04209987
ND3.5X70X1.6;0.202659;4.295596;3.500023;70;-0.00047623;1.8686831;0.21823133;1.90054225;0.44680338;0.03185915
ND3.5X70X1.8;0.202659;4.83493;3.500023;70;-0.00029351;1.87112276;0.22317141;1.8922651;0.44340934;0.02114233
ND3.5X70X2.0;0.202659;5.374263;3.500022;70;-0.0001099;1.87059;0.27394545;1.88601367;0.39371116;0.01542367
ND3.5X70X2.2;0.202658;5.913597;3.500023;70;6.12E-05;1.86568612;0.34770321;1.88525543;0.31969529;0.01956931
ND3.5X70X2.4;0.202659;6.452929;3.500023;70;0.00020855;1.86294141;0.38799089;1.88511983;0.27896301;0.02217842
ND3.5X70X2.6;0.202659;6.992263;3.500023;70;0.00032508;1.86555843;0.42654033;1.88718202;0.24081037;0.02162359
ND3.5X70X2.8;0.202659;7.531597;3.500023;70;0.00040711;1.87016104;0.44653655;1.89363357;0.22212094;0.02347253
ND3.5X70X3.0;0.202659;8.070929;3.500023;70;0.00045589;1.87481903;0.44809126;1.90008519;0.22210766;0.02526615
ND3.5X70X3.2;0.202659;8.610263;3.500023;70;0.0004757;1.87864738;0.44766619;1.90441829;0.22410327;0.02577091
ND3.5X70X3.4;0.202658;9.149596;3.500023;70;0.00047484;1.88138128;0.44706081;1.90720708;0.22588314;0.0258258
ND3.5X70X3.6;0.202659;9.688929;3.500022;70;0.00046002;1.8832213;0.4463326;1.90868197;0.22749069;0.02546066
ND3.5X70X3.8;0.202659;10.228262;3.500023;70;0.00043632;1.88484182;0.44579647;1.90935958;0.22868083;0.02451776
ND3.5X70X4.0;0.202659;10.767596;3.500023;70;0.00040752;1.88650062;0.44578368;1.90957871;0.22921446;0.02307809
ND3.5X70X4.2;0.202659;11.306928;3.500022;70;0.00037642;1.88811646;0.44620503;1.90948561;0.22922357;0.02136915
ND4.5X70X0.0;0.20254;-0.019146;4.500023;70;-0.00121592;1.83054368;0.21443341;1.89676918;0.45385942;0.0662255
ND4.5X70X0.2;0.202539;0.520188;4.500023;70;-0.00120818;1.83063223;0.2145069;1.89688332;0.45347826;0.06625109
ND4.5X70X0.4;0.20254;1.05952;4.500022;70;-0.00115414;1.83484103;0.21484011;1.89853407;0.45352924;0.06369304
ND4.5X70X0.6;0.20254;1.598854;4.500023;70;-0.00106395;1.84222524;0.21560899;1.90140988;0.45377385;0.05918464
ND4.5X70X0.8;0.202539;2.138187;4.500023;70;-0.00094994;1.85125467;0.21666906;1.90461949;0.45406256;0.05336482
ND4.5X70X1.0;0.20254;2.67752;4.500023;70;-0.00082267;1.85995151;0.21773452;1.90680221;0.45399641;0.0468507
ND4.5X70X1.2;0.20254;3.216853;4.500023;70;-0.00068917;1.8668843;0.21844823;1.9065654;0.45378742;0.03968111
ND4.5X70X1.4;0.202539;3.756187;4.500022;70;-0.00055344;1.87155247;0.2188245;1.90370647;0.45324964;0.032154
ND4.5X70X1.6;0.20254;4.29552;4.500023;70;-0.00041763;1.8740325;0.22259897;1.89923192;0.44904049;0.02519942
ND4.5X70X1.8;0.20254;4.834853;4.500023;70;-0.00028398;1.87462707;0.23999659;1.89494139;0.43128782;0.02031432
ND4.5X70X2.0;0.202539;5.374186;4.500022;70;-0.00015602;1.87407307;0.27678079;1.89236127;0.39430198;0.0182882
ND4.5X70X2.2;0.202539;5.91352;4.500023;70;-3.83E-05;1.87377116;0.31905421;1.89156909;0.35196235;0.01779793
ND4.5X70X2.4;0.20254;6.452852;4.500023;70;6.50E-05;1.87496909;0.35799279;1.89184158;0.31316161;0.01687248
ND4.5X70X2.6;0.202539;6.992186;4.500022;70;0.00015066;1.877623;0.39642543;1.89298011;0.27514083;0.01535711
ND4.5X70X2.8;0.202539;7.53152;4.500023;70;0.00021712;1.88057661;0.42904185;1.89517201;0.2431672;0.0145954
ND4.5X70X3.0;0.20254;8.070852;4.500023;70;0.00026455;1.88296331;0.44572777;1.89806428;0.22721967;0.01510097
ND4.5X70X3.2;0.20254;8.610186;4.500023;70;0.00029471;1.88478976;0.45059824;1.90086101;0.22305081;0.01607125
ND4.5X70X3.4;0.202539;9.149519;4.500023;70;0.00031032;1.88626518;0.45130878;1.90307378;0.22294147;0.01680861
ND4.5X70X3.6;0.20254;9.688853;4.500022;70;0.00031446;1.88751299;0.45100591;1.90462253;0.22374127;0.01710954
ND4.5X70X3.8;0.202539;10.228185;4.500023;70;0.00031005;1.88862799;0.45054652;1.90561884;0.2246122;0.01699084
ND4.5X70X4.0;0.202539;10.767519;4.500023;70;0.00029964;1.88967498;0.4501846;1.90620447;0.22531999;0.01652949
ND4.5X70X4.2;0.20254;11.306852;4.500022;70;0.00028531;1.89065688;0.45004559;1.90646476;0.22573579;0.01580788
ND5.5X70X0.0;0.20242;-0.019223;5.500023;70;-0.0008578;1.85712673;0.21749025;1.90378103;0.45560096;0.04665429
ND5.5X70X0.2;0.20242;0.520111;5.500023;70;-0.00085565;1.85697891;0.21747482;1.90363495;0.45546941;0.04665604
ND5.5X70X0.4;0.202421;1.059444;5.500022;70;-0.00082862;1.85869239;0.2176778;1.90402069;0.45541126;0.0453283
ND5.5X70X0.6;0.20242;1.598777;5.500023;70;-0.00077965;1.86190738;0.21805907;1.9047196;0.45539906;0.04281222
ND5.5X70X0.8;0.20242;2.13811;5.500023;70;-0.00071297;1.86601427;0.21857414;1.90536138;0.45530821;0.03934711
ND5.5X70X1.0;0.202421;2.677444;5.500023;70;-0.00063317;1.87038135;0.21919268;1.90551709;0.45510233;0.03513574
ND5.5X70X1.2;0.20242;3.216777;5.500023;70;-0.00054453;1.87440387;0.22009547;1.90486985;0.45443724;0.03046598
ND5.5X70X1.4;0.20242;3.75611;5.500022;70;-0.00045078;1.87773848;0.22191683;1.90337736;0.45264298;0.02563888
ND5.5X70X1.6;0.202421;4.295443;5.500023;70;-0.00035517;1.88025889;0.22639228;1.90128846;0.44804407;0.02102957
ND5.5X70X1.8;0.20242;4.834777;5.500023;70;-0.0002607;1.88209774;0.23647132;1.89909073;0.43777923;0.016993
ND5.5X70X2.0;0.20242;5.374109;5.500022;70;-0.00017024;1.88348606;0.25572533;1.89723663;0.41835541;0.01375057
ND5.5X70X2.2;0.20242;5.913443;5.500023;70;-8.65E-05;1.88469772;0.286361;1.89601133;0.38761998;0.0113136
ND5.5X70X2.4;0.20242;6.452776;5.500023;70;-1.16E-05;1.88590204;0.32775612;1.89553203;0.34622973;0.00962999
ND5.5X70X2.6;0.20242;6.99211;5.500022;70;5.27E-05;1.88712613;0.37437805;1.89578201;0.29971878;0.00865588
ND5.5X70X2.8;0.20242;7.531443;5.500023;70;0.00010553;1.8882021;0.41428777;1.89674636;0.26001745;0.00854426
ND5.5X70X3.0;0.20242;8.070776;5.500023;70;0.0001468;1.88905474;0.43783486;1.89819567;0.23674189;0.00914094
ND5.5X70X3.2;0.20242;8.61011;5.500023;70;0.00017712;1.88975526;0.44800511;1.89977867;0.22686831;0.01002341
ND5.5X70X3.4;0.20242;9.149442;5.500023;70;0.00019762;1.89039018;0.4515903;1.90122514;0.22357634;0.01083495
ND5.5X70X3.6;0.202421;9.688776;5.500022;70;0.00020974;1.89100409;0.45258227;1.90241071;0.22285872;0.01140663
ND5.5X70X3.8;0.20242;10.228109;5.500023;70;0.00021502;1.89161413;0.45264804;1.90331324;0.22304291;0.01169911
ND5.5X70X4.0;0.20242;10.767442;5.500023;70;0.00021496;1.89222521;0.45243244;1.90395886;0.22348349;0.01173365
ND5.5X70X4.2;0.20242;11.306775;5.500022;70;0.00021089;1.89283467;0.45219117;1.90438888;0.22392587;0.01155421
ND6.5X70X0.0;0.202301;-0.019299;6.500023;70;-0.00062794;1.87146907;0.21947403;1.90568479;0.45577714;0.03421572
ND6.5X70X0.2;0.202301;0.520034;6.500023;70;-0.00062706;1.87122809;0.21952504;1.90547202;0.45558589;0.03424393
ND6.5X70X0.4;0.202301;1.059367;6.500022;70;-0.00061106;1.87192214;0.21965751;1.90536719;0.4554554;0.03344505
ND6.5X70X0.6;0.202301;1.598701;6.500023;70;-0.00058109;1.87337952;0.21994006;1.90527906;0.45525879;0.03189954
ND6.5X70X0.8;0.202301;2.138034;6.500023;70;-0.00053903;1.87537914;0.22039154;1.90508943;0.45493299;0.02971029
ND6.5X70X1.0;0.202301;2.677367;6.500023;70;-0.00048717;1.87766387;0.22108515;1.90467586;0.45435587;0.02701199
ND6.5X70X1.2;0.202301;3.2167;6.500023;70;-0.00042803;1.87999695;0.22220456;1.90395772;0.45330572;0.02396076
ND6.5X70X1.4;0.202301;3.756034;6.500022;70;-0.00036413;1.88220678;0.22412287;1.90293121;0.45139366;0.02072443
ND6.5X70X1.6;0.202301;4.295366;6.500023;70;-0.00029788;1.8842068;0.2274979;1.9016762;0.44796993;0.01746941
ND6.5X70X1.8;0.202301;4.8347;6.500023;70;-0.00023157;1.88598815;0.23338866;1.90033247;0.44199995;0.01434432
ND6.5X70X2.0;0.202301;5.374033;6.500022;70;-0.00016727;1.88759053;0.24346427;1.89906047;0.43184436;0.01146994
ND6.5X70X2.2;0.2023;5.913367;6.500023;70;-0.0001068;1.88905904;0.26048641;1.89800887;0.41476775;0.00894983
ND6.5X70X2.4;0.202301;6.452699;6.500023;70;-5.16E-05;1.8903958;0.28899545;1.89730653;0.38624744;0.00691072
ND6.5X70X2.6;0.202301;6.992033;6.500022;70;-2.88E-06;1.89152319;0.3332902;1.89707505;0.34199168;0.00555186
ND6.5X70X2.8;0.202301;7.531367;6.500023;70;3.89E-05;1.89232404;0.38526657;1.8973969;0.29010148;0.00507286
ND6.5X70X3.0;0.202301;8.070699;6.500023;70;7.33E-05;1.89280331;0.4231609;1.89818343;0.25233029;0.00538012
ND6.5X70X3.2;0.202301;8.610033;6.500023;70;0.00010063;1.89310913;0.44173319;1.89918955;0.23390492;0.00608042
ND6.5X70X3.4;0.2023;9.149366;6.500023;70;0.00012131;1.89336937;0.44933715;1.9002047;0.22645923;0.00683533
ND6.5X70X3.6;0.202301;9.688699;6.500022;70;0.00013604;1.89364153;0.4522221;1.901116;0.2237344;0.00747447
ND6.5X70X3.8;0.202301;10.228032;6.500023;70;0.0001456;1.89394252;0.45319665;1.90187857;0.22291561;0.00793605
ND6.5X70X4.0;0.202301;10.767366;6.500023;70;0.00015086;1.8942726;0.45341559;1.90248452;0.22284451;0.00821192
ND6.5X70X4.2;0.202301;11.306698;6.500022;70;0.00015263;1.89462579;0.45336119;1.90294433;0.22303699;0.00831854
ND7.5X70X0.0;0.202182;-0.019376;7.500023;70;-0.00047128;1.87977898;0.22101685;1.90557939;0.45518901;0.02580041
ND7.5X70X0.2;0.202181;0.519958;7.500023;70;-0.00047076;1.87960547;0.22102102;1.90540943;0.45510669;0.02580396
ND7.5X70X0.4;0.202182;1.05929;7.500022;70;-0.00046047;1.87990849;0.22115116;1.90519744;0.45493818;0.02528895
ND7.5X70X0.6;0.202182;1.598624;7.500023;70;-0.00044098;1.88063695;0.2214216;1.90492354;0.45466104;0.02428659
ND7.5X70X0.8;0.202181;2.137957;7.500023;70;-0.00041327;1.88170354;0.22186438;1.90455563;0.45422892;0.02285209
ND7.5X70X1.0;0.202182;2.67729;7.500023;70;-0.00037863;1.88300274;0.22254243;1.90406245;0.45356292;0.02105971
ND7.5X70X1.2;0.202182;3.216623;7.500023;70;-0.00033855;1.8844308;0.22356771;1.90342747;0.45253827;0.01899667
ND7.5X70X1.4;0.202181;3.755957;7.500022;70;-0.00029464;1.88590227;0.22512466;1.90265867;0.45096439;0.0167564
ND7.5X70X1.6;0.202182;4.295289;7.500023;70;-0.00024851;1.88735918;0.22750321;1.90179087;0.44855287;0.01443169
ND7.5X70X1.8;0.202182;4.834623;7.500023;70;-0.0002017;1.88877086;0.23115965;1.90088;0.44485507;0.01210914
ND7.5X70X2.0;0.202181;5.373956;7.500022;70;-0.00015565;1.89012571;0.23685793;1.89999272;0.43911776;0.00986701
ND7.5X70X2.2;0.202181;5.91329;7.500023;70;-0.00011162;1.89141738;0.24602161;1.89919657;0.42992789;0.00777918
ND7.5X70X2.4;0.202182;6.452622;7.500023;70;-7.06E-05;1.89262794;0.26156861;1.89855656;0.4143754;0.00592863
ND7.5X70X2.6;0.202181;6.991956;7.500022;70;-3.35E-05;1.89370808;0.28932356;1.89814349;0.38663958;0.00443541
ND7.5X70X2.8;0.202181;7.53129;7.500023;70;-6.80E-07;1.8945608;0.33595684;1.89804907;0.34004995;0.00348827
ND7.5X70X3.0;0.202182;8.070622;7.500023;70;2.75E-05;1.89508988;0.390739;1.89834406;0.28533275;0.00325418
ND7.5X70X3.2;0.202182;8.609956;7.500023;70;5.10E-05;1.89534503;0.4270238;1.89894349;0.2491292;0.00359846
ND7.5X70X3.4;0.202181;9.149289;7.500023;70;6.99E-05;1.89547891;0.44331968;1.89965936;0.23292541;0.00418045
ND7.5X70X3.6;0.202182;9.688622;7.500022;70;8.47E-05;1.89559255;0.44987528;1.90036176;0.22646777;0.00476921
ND7.5X70X3.8;0.202181;10.227955;7.500023;70;9.57E-05;1.89572535;0.45248287;1.90099157;0.22396005;0.00526621
ND7.5X70X4.0;0.202181;10.767289;7.500023;70;0.00010331;1.89588771;0.45348718;1.90152748;0.2230546;0.00563977
ND7.5X70X4.2;0.202182;11.306622;7.500022;70;0.00010812;1.8960787;0.45382648;1.90196651;0.22281119;0.00588781
ND8.5X70X0.0;0.202062;-0.019453;8.500023;70;-0.00036085;1.88515862;0.22212078;1.90499682;0.45460029;0.0198382
ND8.5X70X0.2;0.202062;0.519881;8.500023;70;-0.00036048;1.88502896;0.2221492;1.90486824;0.45451714;0.01983928
ND8.5X70X0.4;0.202063;1.059214;8.500022;70;-0.00035357;1.88517559;0.22228682;1.90466934;0.45433806;0.01949374
ND8.5X70X0.6;0.202062;1.598547;8.500023;70;-0.00034044;1.88557856;0.22254789;1.90439774;0.45404702;0.01881918
ND8.5X70X0.8;0.202062;2.13788;8.500023;70;-0.00032165;1.88620113;0.22295801;1.90404821;0.45361426;0.01784708
ND8.5X70X1.0;0.202063;2.677214;8.500023;70;-0.00029797;1.88699657;0.22355905;1.90361694;0.45299303;0.01662036
ND8.5X70X1.2;0.202062;3.216546;8.500023;70;-0.00027032;1.88791572;0.22441583;1.90310585;0.45211452;0.01519013
